Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,,Vteam,Hteam
Thu Feb 1 2018,8:00 PM,Milwaukee Bucks,89,Minnesota Timberwolves,108,Box Score,,17199,,,Milwaukee Bucks,Minnesota Timberwolves
Thu Feb 1 2018,8:00 PM,Houston Rockets,102,San Antonio Spurs,91,Box Score,,18418,,,Houston Rockets,San Antonio Spurs
Thu Feb 1 2018,7:00 PM,Toronto Raptors,119,Washington Wizards,122,Box Score,,15599,,,Toronto Raptors,Washington Wizards
Fri Feb 2 2018,7:30 PM,Atlanta Hawks,110,Boston Celtics,119,Box Score,,18624,,,Atlanta Hawks,Boston Celtics
Fri Feb 2 2018,7:30 PM,Los Angeles Lakers,102,Brooklyn Nets,99,Box Score,,17732,,,Los Angeles Lakers,Brooklyn Nets
Fri Feb 2 2018,7:00 PM,Indiana Pacers,126,Charlotte Hornets,133,Box Score,,17135,,,Indiana Pacers,Charlotte Hornets
Fri Feb 2 2018,8:00 PM,New York Knicks,90,Milwaukee Bucks,92,Box Score,,18717,,,New York Knicks,Milwaukee Bucks
Fri Feb 2 2018,9:00 PM,New Orleans Pelicans,114,Oklahoma City Thunder,100,Box Score,,18203,,,New Orleans Pelicans,Oklahoma City Thunder
Fri Feb 2 2018,8:00 PM,Miami Heat,97,Philadelphia 76ers,103,Box Score,,20636,,,Miami Heat,Philadelphia 76ers
Fri Feb 2 2018,9:00 PM,Utah Jazz,129,Phoenix Suns,97,Box Score,,16560,,,Utah Jazz,Phoenix Suns
Fri Feb 2 2018,10:30 PM,Golden State Warriors,119,Sacramento Kings,104,Box Score,,17583,,,Golden State Warriors,Sacramento Kings
Fri Feb 2 2018,7:30 PM,Portland Trail Blazers,105,Toronto Raptors,130,Box Score,,19800,,,Portland Trail Blazers,Toronto Raptors
Sat Feb 3 2018,8:30 PM,Houston Rockets,120,Cleveland Cavaliers,88,Box Score,,20562,,,Houston Rockets,Cleveland Cavaliers
Sat Feb 3 2018,9:00 PM,Golden State Warriors,108,Denver Nuggets,115,Box Score,,20103,,,Golden State Warriors,Denver Nuggets
Sat Feb 3 2018,7:00 PM,Miami Heat,107,Detroit Pistons,111,Box Score,,18747,,,Miami Heat,Detroit Pistons
Sat Feb 3 2018,7:00 PM,Philadelphia 76ers,92,Indiana Pacers,100,Box Score,,17923,,,Philadelphia 76ers,Indiana Pacers
Sat Feb 3 2018,3:30 PM,Chicago Bulls,103,Los Angeles Clippers,113,Box Score,,19068,,,Chicago Bulls,Los Angeles Clippers
Sat Feb 3 2018,9:00 PM,New Orleans Pelicans,107,Minnesota Timberwolves,118,Box Score,,17954,,,New Orleans Pelicans,Minnesota Timberwolves
Sat Feb 3 2018,7:00 PM,Washington Wizards,115,Orlando Magic,98,Box Score,,18846,,,Washington Wizards,Orlando Magic
Sat Feb 3 2018,10:00 PM,Dallas Mavericks,106,Sacramento Kings,99,Box Score,,17583,,,Dallas Mavericks,Sacramento Kings
Sat Feb 3 2018,9:00 PM,Utah Jazz,120,San Antonio Spurs,111,Box Score,,18418,,,Utah Jazz,San Antonio Spurs
Sun Feb 4 2018,12:00 PM,Portland Trail Blazers,96,Boston Celtics,97,Box Score,,18624,,,Portland Trail Blazers,Boston Celtics
Sun Feb 4 2018,12:00 PM,Milwaukee Bucks,109,Brooklyn Nets,94,Box Score,,14392,,,Milwaukee Bucks,Brooklyn Nets
Sun Feb 4 2018,12:00 PM,Atlanta Hawks,99,New York Knicks,96,Box Score,,19441,,,Atlanta Hawks,New York Knicks
Sun Feb 4 2018,2:00 PM,Los Angeles Lakers,108,Oklahoma City Thunder,104,Box Score,,18203,,,Los Angeles Lakers,Oklahoma City Thunder
Sun Feb 4 2018,3:00 PM,Charlotte Hornets,115,Phoenix Suns,110,Box Score,,14487,,,Charlotte Hornets,Phoenix Suns
Sun Feb 4 2018,12:00 PM,Memphis Grizzlies,86,Toronto Raptors,101,Box Score,,19800,,,Memphis Grizzlies,Toronto Raptors
Mon Feb 5 2018,9:00 PM,Charlotte Hornets,104,Denver Nuggets,121,Box Score,,14410,,,Charlotte Hornets,Denver Nuggets
Mon Feb 5 2018,7:00 PM,Portland Trail Blazers,91,Detroit Pistons,111,Box Score,,13810,,,Portland Trail Blazers,Detroit Pistons
Mon Feb 5 2018,7:00 PM,Washington Wizards,111,Indiana Pacers,102,Box Score,,13169,,,Washington Wizards,Indiana Pacers
Mon Feb 5 2018,10:30 PM,Dallas Mavericks,101,Los Angeles Clippers,104,Box Score,,15127,,,Dallas Mavericks,Los Angeles Clippers
Mon Feb 5 2018,7:30 PM,Orlando Magic,111,Miami Heat,109,Box Score,,19600,,,Orlando Magic,Miami Heat
Mon Feb 5 2018,8:00 PM,Utah Jazz,133,New Orleans Pelicans,109,Box Score,,14293,,,Utah Jazz,New Orleans Pelicans
Mon Feb 5 2018,10:00 PM,Chicago Bulls,98,Sacramento Kings,104,Box Score,,17583,,,Chicago Bulls,Sacramento Kings
Tue Feb 6 2018,7:30 PM,Memphis Grizzlies,82,Atlanta Hawks,108,Box Score,,11866,,,Memphis Grizzlies,Atlanta Hawks
Tue Feb 6 2018,7:30 PM,Houston Rockets,123,Brooklyn Nets,113,Box Score,,15064,,,Houston Rockets,Brooklyn Nets
Tue Feb 6 2018,10:30 PM,Oklahoma City Thunder,125,Golden State Warriors,105,Box Score,,19596,,,Oklahoma City Thunder,Golden State Warriors
Tue Feb 6 2018,10:30 PM,Phoenix Suns,93,Los Angeles Lakers,112,Box Score,,18997,,,Phoenix Suns,Los Angeles Lakers
Tue Feb 6 2018,7:30 PM,Milwaukee Bucks,103,New York Knicks,89,Box Score,,19812,,,Milwaukee Bucks,New York Knicks
Tue Feb 6 2018,7:00 PM,Cleveland Cavaliers,98,Orlando Magic,116,Box Score,,18846,,,Cleveland Cavaliers,Orlando Magic
Tue Feb 6 2018,8:00 PM,Washington Wizards,102,Philadelphia 76ers,115,Box Score,,20530,,,Washington Wizards,Philadelphia 76ers
Tue Feb 6 2018,7:30 PM,Boston Celtics,91,Toronto Raptors,111,Box Score,,20017,,,Boston Celtics,Toronto Raptors
Wed Feb 7 2018,8:00 PM,Minnesota Timberwolves,138,Cleveland Cavaliers,140,Box Score,OT,20562,,,Minnesota Timberwolves,Cleveland Cavaliers
Wed Feb 7 2018,7:00 PM,Brooklyn Nets,106,Detroit Pistons,115,Box Score,,15114,,,Brooklyn Nets,Detroit Pistons
Wed Feb 7 2018,8:00 PM,Utah Jazz,92,Memphis Grizzlies,88,Box Score,,13187,,,Utah Jazz,Memphis Grizzlies
Wed Feb 7 2018,7:30 PM,Houston Rockets,109,Miami Heat,101,Box Score,,19600,,,Houston Rockets,Miami Heat
Wed Feb 7 2018,10:30 PM,San Antonio Spurs,129,Phoenix Suns,81,Box Score,,15993,,,San Antonio Spurs,Phoenix Suns
Thu Feb 8 2018,10:30 PM,Dallas Mavericks,103,Golden State Warriors,121,Box Score,,19596,,,Dallas Mavericks,Golden State Warriors
Thu Feb 8 2018,10:30 PM,Oklahoma City Thunder,81,Los Angeles Lakers,106,Box Score,,18997,,,Oklahoma City Thunder,Los Angeles Lakers
Thu Feb 8 2018,7:00 PM,Atlanta Hawks,98,Orlando Magic,100,Box Score,,16215,,,Atlanta Hawks,Orlando Magic
Thu Feb 8 2018,10:00 PM,Charlotte Hornets,103,Portland Trail Blazers,109,Box Score,OT,19178,,,Charlotte Hornets,Portland Trail Blazers
Thu Feb 8 2018,7:30 PM,New York Knicks,88,Toronto Raptors,113,Box Score,,19800,,,New York Knicks,Toronto Raptors
Thu Feb 8 2018,8:00 PM,Boston Celtics,110,Washington Wizards,104,Box Score,OT,20356,,,Boston Celtics,Washington Wizards
Fri Feb 9 2018,7:30 PM,Cleveland Cavaliers,123,Atlanta Hawks,107,Box Score,,16438,,,Cleveland Cavaliers,Atlanta Hawks
Fri Feb 9 2018,7:30 PM,Indiana Pacers,97,Boston Celtics,91,Box Score,,18624,,,Indiana Pacers,Boston Celtics
Fri Feb 9 2018,9:30 PM,Minnesota Timberwolves,113,Chicago Bulls,114,Box Score,,21558,,,Minnesota Timberwolves,Chicago Bulls
Fri Feb 9 2018,7:00 PM,Los Angeles Clippers,108,Detroit Pistons,95,Box Score,,16697,,,Los Angeles Clippers,Detroit Pistons
Fri Feb 9 2018,8:00 PM,Denver Nuggets,104,Houston Rockets,130,Box Score,,18055,,,Denver Nuggets,Houston Rockets
Fri Feb 9 2018,8:00 PM,Milwaukee Bucks,85,Miami Heat,91,Box Score,,20018,,,Milwaukee Bucks,Miami Heat
Fri Feb 9 2018,7:00 PM,New Orleans Pelicans,82,Philadelphia 76ers,100,Box Score,,20489,,,New Orleans Pelicans,Philadelphia 76ers
Fri Feb 9 2018,10:30 PM,Portland Trail Blazers,118,Sacramento Kings,100,Box Score,,17583,,,Portland Trail Blazers,Sacramento Kings
Fri Feb 9 2018,9:00 PM,Charlotte Hornets,94,Utah Jazz,106,Box Score,,18306,,,Charlotte Hornets,Utah Jazz
Sat Feb 10 2018,6:00 PM,New Orleans Pelicans,138,Brooklyn Nets,128,Box Score,2OT,16572,,,New Orleans Pelicans,Brooklyn Nets
Sat Feb 10 2018,8:00 PM,Washington Wizards,101,Chicago Bulls,90,Box Score,,21112,,,Washington Wizards,Chicago Bulls
Sat Feb 10 2018,8:30 PM,Los Angeles Lakers,123,Dallas Mavericks,130,Box Score,,20162,,,Los Angeles Lakers,Dallas Mavericks
Sat Feb 10 2018,8:30 PM,San Antonio Spurs,105,Golden State Warriors,122,Box Score,,19596,,,San Antonio Spurs,Golden State Warriors
Sat Feb 10 2018,7:00 PM,Milwaukee Bucks,111,Orlando Magic,104,Box Score,,18347,,,Milwaukee Bucks,Orlando Magic
Sat Feb 10 2018,7:00 PM,Los Angeles Clippers,98,Philadelphia 76ers,112,Box Score,,20504,,,Los Angeles Clippers,Philadelphia 76ers
Sat Feb 10 2018,9:00 PM,Denver Nuggets,123,Phoenix Suns,113,Box Score,,16325,,,Denver Nuggets,Phoenix Suns
Sun Feb 11 2018,3:30 PM,Detroit Pistons,115,Atlanta Hawks,118,Box Score,,15214,,,Detroit Pistons,Atlanta Hawks
Sun Feb 11 2018,3:30 PM,Cleveland Cavaliers,121,Boston Celtics,99,Box Score,,18624,,,Cleveland Cavaliers,Boston Celtics
Sun Feb 11 2018,1:00 PM,Toronto Raptors,123,Charlotte Hornets,103,Box Score,,18320,,,Toronto Raptors,Charlotte Hornets
Sun Feb 11 2018,7:00 PM,Dallas Mavericks,97,Houston Rockets,104,Box Score,,18055,,,Dallas Mavericks,Houston Rockets
Sun Feb 11 2018,5:00 PM,New York Knicks,113,Indiana Pacers,121,Box Score,,17923,,,New York Knicks,Indiana Pacers
Sun Feb 11 2018,7:00 PM,Sacramento Kings,106,Minnesota Timberwolves,111,Box Score,,18068,,,Sacramento Kings,Minnesota Timberwolves
Sun Feb 11 2018,7:00 PM,Memphis Grizzlies,92,Oklahoma City Thunder,110,Box Score,,18203,,,Memphis Grizzlies,Oklahoma City Thunder
Sun Feb 11 2018,9:00 PM,Utah Jazz,115,Portland Trail Blazers,96,Box Score,,19730,,,Utah Jazz,Portland Trail Blazers
Mon Feb 12 2018,7:30 PM,Los Angeles Clippers,114,Brooklyn Nets,101,Box Score,,13735,,,Los Angeles Clippers,Brooklyn Nets
Mon Feb 12 2018,8:00 PM,Orlando Magic,101,Chicago Bulls,105,Box Score,,18611,,,Orlando Magic,Chicago Bulls
Mon Feb 12 2018,7:00 PM,New Orleans Pelicans,118,Detroit Pistons,103,Box Score,,14453,,,New Orleans Pelicans,Detroit Pistons
Mon Feb 12 2018,10:30 PM,Phoenix Suns,83,Golden State Warriors,129,Box Score,,19596,,,Phoenix Suns,Golden State Warriors
Mon Feb 12 2018,7:00 PM,New York Knicks,92,Philadelphia 76ers,108,Box Score,,20589,,,New York Knicks,Philadelphia 76ers
Mon Feb 12 2018,9:00 PM,San Antonio Spurs,99,Utah Jazz,101,Box Score,,18306,,,San Antonio Spurs,Utah Jazz
Tue Feb 13 2018,8:30 PM,Sacramento Kings,114,Dallas Mavericks,109,Box Score,,19801,,,Sacramento Kings,Dallas Mavericks
Tue Feb 13 2018,10:30 PM,San Antonio Spurs,109,Denver Nuggets,117,Box Score,,17623,,,San Antonio Spurs,Denver Nuggets
Tue Feb 13 2018,8:00 PM,Atlanta Hawks,92,Milwaukee Bucks,97,Box Score,,14720,,,Atlanta Hawks,Milwaukee Bucks
Tue Feb 13 2018,8:00 PM,Houston Rockets,126,Minnesota Timberwolves,108,Box Score,,18978,,,Houston Rockets,Minnesota Timberwolves
Tue Feb 13 2018,8:00 PM,Cleveland Cavaliers,120,Oklahoma City Thunder,112,Box Score,,18203,,,Cleveland Cavaliers,Oklahoma City Thunder
Tue Feb 13 2018,7:00 PM,Miami Heat,112,Toronto Raptors,115,Box Score,,19800,,,Miami Heat,Toronto Raptors
Wed Feb 14 2018,8:00 PM,Los Angeles Clippers,129,Boston Celtics,119,Box Score,,18624,,,Los Angeles Clippers,Boston Celtics
Wed Feb 14 2018,7:30 PM,Indiana Pacers,108,Brooklyn Nets,103,Box Score,,13159,,,Indiana Pacers,Brooklyn Nets
Wed Feb 14 2018,8:00 PM,Toronto Raptors,122,Chicago Bulls,98,Box Score,,21006,,,Toronto Raptors,Chicago Bulls
Wed Feb 14 2018,7:00 PM,Atlanta Hawks,98,Detroit Pistons,104,Box Score,,15849,,,Atlanta Hawks,Detroit Pistons
Wed Feb 14 2018,8:00 PM,Sacramento Kings,91,Houston Rockets,100,Box Score,,18055,,,Sacramento Kings,Houston Rockets
Wed Feb 14 2018,8:00 PM,Oklahoma City Thunder,121,Memphis Grizzlies,114,Box Score,,16012,,,Oklahoma City Thunder,Memphis Grizzlies
Wed Feb 14 2018,8:00 PM,Los Angeles Lakers,117,New Orleans Pelicans,139,Box Score,,15436,,,Los Angeles Lakers,New Orleans Pelicans
Wed Feb 14 2018,7:30 PM,Washington Wizards,118,New York Knicks,113,Box Score,,19812,,,Washington Wizards,New York Knicks
Wed Feb 14 2018,7:00 PM,Charlotte Hornets,104,Orlando Magic,102,Box Score,,18428,,,Charlotte Hornets,Orlando Magic
Wed Feb 14 2018,7:00 PM,Miami Heat,102,Philadelphia 76ers,104,Box Score,,20492,,,Miami Heat,Philadelphia 76ers
Wed Feb 14 2018,10:30 PM,Golden State Warriors,117,Portland Trail Blazers,123,Box Score,,19520,,,Golden State Warriors,Portland Trail Blazers
Wed Feb 14 2018,9:00 PM,Phoenix Suns,97,Utah Jazz,107,Box Score,,18306,,,Phoenix Suns,Utah Jazz
Thu Feb 15 2018,8:00 PM,Denver Nuggets,134,Milwaukee Bucks,123,Box Score,,15486,,,Denver Nuggets,Milwaukee Bucks
Thu Feb 15 2018,9:00 PM,Los Angeles Lakers,111,Minnesota Timberwolves,119,Box Score,,17534,,,Los Angeles Lakers,Minnesota Timberwolves
Thu Feb 22 2018,8:00 PM,Philadelphia 76ers,116,Chicago Bulls,115,Box Score,,21312,,,Philadelphia 76ers,Chicago Bulls
Thu Feb 22 2018,7:00 PM,Brooklyn Nets,96,Charlotte Hornets,111,Box Score,,14112,,,Brooklyn Nets,Charlotte Hornets
Thu Feb 22 2018,8:00 PM,Washington Wizards,110,Cleveland Cavaliers,103,Box Score,,20562,,,Washington Wizards,Cleveland Cavaliers
Thu Feb 22 2018,10:30 PM,Los Angeles Clippers,127,Golden State Warriors,134,Box Score,,19596,,,Los Angeles Clippers,Golden State Warriors
Thu Feb 22 2018,7:00 PM,New York Knicks,120,Orlando Magic,113,Box Score,,18846,,,New York Knicks,Orlando Magic
Thu Feb 22 2018,10:00 PM,Oklahoma City Thunder,110,Sacramento Kings,107,Box Score,,17583,,,Oklahoma City Thunder,Sacramento Kings
Fri Feb 23 2018,9:00 PM,San Antonio Spurs,119,Denver Nuggets,122,Box Score,,20027,,,San Antonio Spurs,Denver Nuggets
Fri Feb 23 2018,7:00 PM,Boston Celtics,110,Detroit Pistons,98,Box Score,,20491,,,Boston Celtics,Detroit Pistons
Fri Feb 23 2018,8:00 PM,Minnesota Timberwolves,102,Houston Rockets,120,Box Score,,18055,,,Minnesota Timberwolves,Houston Rockets
Fri Feb 23 2018,7:00 PM,Atlanta Hawks,93,Indiana Pacers,116,Box Score,,17923,,,Atlanta Hawks,Indiana Pacers
Fri Feb 23 2018,10:30 PM,Dallas Mavericks,102,Los Angeles Lakers,124,Box Score,,18997,,,Dallas Mavericks,Los Angeles Lakers
Fri Feb 23 2018,8:00 PM,Cleveland Cavaliers,112,Memphis Grizzlies,89,Box Score,,18119,,,Cleveland Cavaliers,Memphis Grizzlies
Fri Feb 23 2018,8:00 PM,Miami Heat,123,New Orleans Pelicans,124,Box Score,OT,17751,,,Miami Heat,New Orleans Pelicans
Fri Feb 23 2018,9:00 PM,Los Angeles Clippers,128,Phoenix Suns,117,Box Score,,17126,,,Los Angeles Clippers,Phoenix Suns
Fri Feb 23 2018,7:30 PM,Milwaukee Bucks,122,Toronto Raptors,119,Box Score,OT,20047,,,Milwaukee Bucks,Toronto Raptors
Fri Feb 23 2018,9:00 PM,Portland Trail Blazers,100,Utah Jazz,81,Box Score,,18306,,,Portland Trail Blazers,Utah Jazz
Fri Feb 23 2018,7:00 PM,Charlotte Hornets,122,Washington Wizards,105,Box Score,,17824,,,Charlotte Hornets,Washington Wizards
Sat Feb 24 2018,8:30 PM,Oklahoma City Thunder,80,Golden State Warriors,112,Box Score,,19596,,,Oklahoma City Thunder,Golden State Warriors
Sat Feb 24 2018,7:30 PM,Memphis Grizzlies,89,Miami Heat,115,Box Score,,19600,,,Memphis Grizzlies,Miami Heat
Sat Feb 24 2018,9:00 PM,Chicago Bulls,104,Minnesota Timberwolves,122,Box Score,,18978,,,Chicago Bulls,Minnesota Timberwolves
Sat Feb 24 2018,7:30 PM,Boston Celtics,121,New York Knicks,112,Box Score,,19812,,,Boston Celtics,New York Knicks
Sat Feb 24 2018,5:00 PM,Orlando Magic,105,Philadelphia 76ers,116,Box Score,,20594,,,Orlando Magic,Philadelphia 76ers
Sat Feb 24 2018,9:00 PM,Portland Trail Blazers,106,Phoenix Suns,104,Box Score,,17112,,,Portland Trail Blazers,Phoenix Suns
Sat Feb 24 2018,10:00 PM,Los Angeles Lakers,113,Sacramento Kings,108,Box Score,,17583,,,Los Angeles Lakers,Sacramento Kings
Sat Feb 24 2018,9:00 PM,Dallas Mavericks,90,Utah Jazz,97,Box Score,,18306,,,Dallas Mavericks,Utah Jazz
Sun Feb 25 2018,1:00 PM,Detroit Pistons,98,Charlotte Hornets,114,Box Score,,17894,,,Detroit Pistons,Charlotte Hornets
Sun Feb 25 2018,3:30 PM,San Antonio Spurs,110,Cleveland Cavaliers,94,Box Score,,20562,,,San Antonio Spurs,Cleveland Cavaliers
Sun Feb 25 2018,8:00 PM,Houston Rockets,119,Denver Nuggets,114,Box Score,,20044,,,Houston Rockets,Denver Nuggets
Sun Feb 25 2018,3:00 PM,New Orleans Pelicans,123,Milwaukee Bucks,121,Box Score,OT,18717,,,New Orleans Pelicans,Milwaukee Bucks
Sun Feb 25 2018,8:00 PM,Philadelphia 76ers,94,Washington Wizards,109,Box Score,,17180,,,Philadelphia 76ers,Washington Wizards
Mon Feb 26 2018,7:30 PM,Los Angeles Lakers,123,Atlanta Hawks,104,Box Score,,16328,,,Los Angeles Lakers,Atlanta Hawks
Mon Feb 26 2018,7:30 PM,Memphis Grizzlies,98,Boston Celtics,109,Box Score,,18624,,,Memphis Grizzlies,Boston Celtics
Mon Feb 26 2018,7:30 PM,Chicago Bulls,87,Brooklyn Nets,104,Box Score,,15081,,,Chicago Bulls,Brooklyn Nets
Mon Feb 26 2018,8:30 PM,Indiana Pacers,103,Dallas Mavericks,109,Box Score,,19536,,,Indiana Pacers,Dallas Mavericks
Mon Feb 26 2018,8:00 PM,Phoenix Suns,116,New Orleans Pelicans,125,Box Score,,14302,,,Phoenix Suns,New Orleans Pelicans
Mon Feb 26 2018,7:30 PM,Golden State Warriors,125,New York Knicks,111,Box Score,,19812,,,Golden State Warriors,New York Knicks
Mon Feb 26 2018,8:00 PM,Orlando Magic,105,Oklahoma City Thunder,112,Box Score,,18203,,,Orlando Magic,Oklahoma City Thunder
Mon Feb 26 2018,10:00 PM,Minnesota Timberwolves,118,Sacramento Kings,100,Box Score,,17583,,,Minnesota Timberwolves,Sacramento Kings
Mon Feb 26 2018,7:30 PM,Detroit Pistons,94,Toronto Raptors,123,Box Score,,19800,,,Detroit Pistons,Toronto Raptors
Mon Feb 26 2018,9:00 PM,Houston Rockets,96,Utah Jazz,85,Box Score,,18306,,,Houston Rockets,Utah Jazz
Tue Feb 27 2018,7:00 PM,Chicago Bulls,103,Charlotte Hornets,118,Box Score,,14521,,,Chicago Bulls,Charlotte Hornets
Tue Feb 27 2018,7:00 PM,Brooklyn Nets,123,Cleveland Cavaliers,129,Box Score,,20562,,,Brooklyn Nets,Cleveland Cavaliers
Tue Feb 27 2018,10:30 PM,Los Angeles Clippers,122,Denver Nuggets,120,Box Score,,15004,,,Los Angeles Clippers,Denver Nuggets
Tue Feb 27 2018,7:30 PM,Philadelphia 76ers,101,Miami Heat,102,Box Score,,19600,,,Philadelphia 76ers,Miami Heat
Tue Feb 27 2018,8:00 PM,Washington Wizards,107,Milwaukee Bucks,104,Box Score,,16093,,,Washington Wizards,Milwaukee Bucks
Tue Feb 27 2018,10:00 PM,Sacramento Kings,99,Portland Trail Blazers,116,Box Score,,19468,,,Sacramento Kings,Portland Trail Blazers
Wed Feb 28 2018,7:30 PM,Indiana Pacers,102,Atlanta Hawks,107,Box Score,,13316,,,Indiana Pacers,Atlanta Hawks
Wed Feb 28 2018,7:30 PM,Charlotte Hornets,106,Boston Celtics,134,Box Score,,18624,,,Charlotte Hornets,Boston Celtics
Wed Feb 28 2018,8:30 PM,Oklahoma City Thunder,111,Dallas Mavericks,110,Box Score,OT,20202,,,Oklahoma City Thunder,Dallas Mavericks
Wed Feb 28 2018,7:00 PM,Milwaukee Bucks,87,Detroit Pistons,110,Box Score,,16146,,,Milwaukee Bucks,Detroit Pistons
Wed Feb 28 2018,10:30 PM,Houston Rockets,105,Los Angeles Clippers,92,Box Score,,19068,,,Houston Rockets,Los Angeles Clippers
Wed Feb 28 2018,8:00 PM,Phoenix Suns,110,Memphis Grizzlies,102,Box Score,,13484,,,Phoenix Suns,Memphis Grizzlies
Wed Feb 28 2018,7:00 PM,Toronto Raptors,117,Orlando Magic,104,Box Score,,17328,,,Toronto Raptors,Orlando Magic
Wed Feb 28 2018,8:30 PM,New Orleans Pelicans,121,San Antonio Spurs,116,Box Score,,18418,,,New Orleans Pelicans,San Antonio Spurs
Wed Feb 28 2018,8:00 PM,Golden State Warriors,109,Washington Wizards,101,Box Score,,20356,,,Golden State Warriors,Washington Wizards
Thu Mar 1 2018,8:00 PM,Philadelphia 76ers,108,Cleveland Cavaliers,97,Box Score,,20562,,,Philadelphia 76ers,Cleveland Cavaliers
Thu Mar 1 2018,7:30 PM,Los Angeles Lakers,131,Miami Heat,113,Box Score,,19600,,,Los Angeles Lakers,Miami Heat
Thu Mar 1 2018,10:30 PM,Minnesota Timberwolves,99,Portland Trail Blazers,108,Box Score,,19533,,,Minnesota Timberwolves,Portland Trail Blazers
Thu Mar 1 2018,10:00 PM,Brooklyn Nets,111,Sacramento Kings,116,Box Score,OT,17583,,,Brooklyn Nets,Sacramento Kings
Fri Mar 2 2018,7:30 PM,Golden State Warriors,114,Atlanta Hawks,109,Box Score,,16728,,,Golden State Warriors,Atlanta Hawks
Fri Mar 2 2018,8:00 PM,Dallas Mavericks,100,Chicago Bulls,108,Box Score,,21017,,,Dallas Mavericks,Chicago Bulls
Fri Mar 2 2018,10:30 PM,New York Knicks,105,Los Angeles Clippers,128,Box Score,,17190,,,New York Knicks,Los Angeles Clippers
Fri Mar 2 2018,8:00 PM,Denver Nuggets,108,Memphis Grizzlies,102,Box Score,,16421,,,Denver Nuggets,Memphis Grizzlies
Fri Mar 2 2018,8:00 PM,Indiana Pacers,103,Milwaukee Bucks,96,Box Score,,17217,,,Indiana Pacers,Milwaukee Bucks
Fri Mar 2 2018,7:00 PM,Detroit Pistons,106,Orlando Magic,115,Box Score,OT,17223,,,Detroit Pistons,Orlando Magic
Fri Mar 2 2018,7:00 PM,Charlotte Hornets,99,Philadelphia 76ers,110,Box Score,,20487,,,Charlotte Hornets,Philadelphia 76ers
Fri Mar 2 2018,9:00 PM,Oklahoma City Thunder,124,Phoenix Suns,116,Box Score,,18055,,,Oklahoma City Thunder,Phoenix Suns
Fri Mar 2 2018,10:30 PM,Minnesota Timberwolves,108,Utah Jazz,116,Box Score,,18306,,,Minnesota Timberwolves,Utah Jazz
Fri Mar 2 2018,8:00 PM,Toronto Raptors,102,Washington Wizards,95,Box Score,,18631,,,Toronto Raptors,Washington Wizards
Sat Mar 3 2018,7:30 PM,Denver Nuggets,126,Cleveland Cavaliers,117,Box Score,,20562,,,Denver Nuggets,Cleveland Cavaliers
Sat Mar 3 2018,8:30 PM,Boston Celtics,120,Houston Rockets,123,Box Score,,18476,,,Boston Celtics,Houston Rockets
Sat Mar 3 2018,7:30 PM,Detroit Pistons,96,Miami Heat,105,Box Score,,19600,,,Detroit Pistons,Miami Heat
Sat Mar 3 2018,7:00 PM,Memphis Grizzlies,100,Orlando Magic,107,Box Score,,17875,,,Memphis Grizzlies,Orlando Magic
Sat Mar 3 2018,10:00 PM,Oklahoma City Thunder,100,Portland Trail Blazers,108,Box Score,,20063,,,Oklahoma City Thunder,Portland Trail Blazers
Sat Mar 3 2018,10:00 PM,Utah Jazz,98,Sacramento Kings,91,Box Score,,17583,,,Utah Jazz,Sacramento Kings
Sat Mar 3 2018,9:00 PM,Los Angeles Lakers,116,San Antonio Spurs,112,Box Score,,18557,,,Los Angeles Lakers,San Antonio Spurs
Sun Mar 4 2018,3:30 PM,Phoenix Suns,112,Atlanta Hawks,113,Box Score,,15166,,,Phoenix Suns,Atlanta Hawks
Sun Mar 4 2018,7:00 PM,New Orleans Pelicans,126,Dallas Mavericks,109,Box Score,,19798,,,New Orleans Pelicans,Dallas Mavericks
Sun Mar 4 2018,9:00 PM,Brooklyn Nets,120,Los Angeles Clippers,123,Box Score,,16384,,,Brooklyn Nets,Los Angeles Clippers
Sun Mar 4 2018,8:00 PM,Philadelphia 76ers,110,Milwaukee Bucks,118,Box Score,,15587,,,Philadelphia 76ers,Milwaukee Bucks
Sun Mar 4 2018,9:00 PM,New York Knicks,99,Sacramento Kings,102,Box Score,,17583,,,New York Knicks,Sacramento Kings
Sun Mar 4 2018,6:00 PM,Charlotte Hornets,98,Toronto Raptors,103,Box Score,,19800,,,Charlotte Hornets,Toronto Raptors
Sun Mar 4 2018,6:00 PM,Indiana Pacers,98,Washington Wizards,95,Box Score,,16646,,,Indiana Pacers,Washington Wizards
Mon Mar 5 2018,8:00 PM,Boston Celtics,105,Chicago Bulls,89,Box Score,,21286,,,Boston Celtics,Chicago Bulls
Mon Mar 5 2018,7:00 PM,Detroit Pistons,90,Cleveland Cavaliers,112,Box Score,,20562,,,Detroit Pistons,Cleveland Cavaliers
Mon Mar 5 2018,7:00 PM,Milwaukee Bucks,89,Indiana Pacers,92,Box Score,,15874,,,Milwaukee Bucks,Indiana Pacers
Mon Mar 5 2018,10:30 PM,Portland Trail Blazers,108,Los Angeles Lakers,103,Box Score,,18997,,,Portland Trail Blazers,Los Angeles Lakers
Mon Mar 5 2018,7:30 PM,Phoenix Suns,103,Miami Heat,125,Box Score,,19600,,,Phoenix Suns,Miami Heat
